Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_LYPD1_IHC,N542_124_3.jpg,HuDSeN:781,"Embryo N542, slide 124, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_124_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_130.jpg,HuDSeN:781,"Embryo N542, slide 130",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_130.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_176_3.jpg,HuDSeN:781,"Embryo N542, slide 176, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_176_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_186_3.jpg,HuDSeN:781,"Embryo N542, slide 186, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_186_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_196_3.jpg,HuDSeN:781,"Embryo N542, slide 196, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_196_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,3DView.jpg,HuDSeN:737,3D View,Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/3DView.jpg,3D view of data mapped into a CS17 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_MAP2_IHC_CS17,3DView.mpg,HuDSeN:737,3D Movie,Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/3DView.mpg,3D movie of data mapped into a CS17 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_MAP2_IHC_CS17,section040.jpg,HuDSeN:737,"Embryo N365, section 40",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section040.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section060.jpg,HuDSeN:737,"Embryo N365, section 60",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section060.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section085.jpg,HuDSeN:737,"Embryo N365, section 85",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section085.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section100.jpg,HuDSeN:737,"Embryo N365, section 100",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section100.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section130.jpg,HuDSeN:737,"Embryo N365, section 130",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section130.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section165.jpg,HuDSeN:737,"Embryo N365, section 165",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section165.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section205.jpg,HuDSeN:737,"Embryo N365, section 205",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section205.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section230.jpg,HuDSeN:737,"Embryo N365, section 230",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section230.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section255.jpg,HuDSeN:737,"Embryo N365, section 255",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section255.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section280.jpg,HuDSeN:737,"Embryo N365, section 280",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section280.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section300.jpg,HuDSeN:737,"Embryo N365, section 300",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section300.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section320.jpg,HuDSeN:737,"Embryo N365, section 320",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section320.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section360.jpg,HuDSeN:737,"Embryo N365, section 360",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section360.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section365.jpg,HuDSeN:737,"Embryo N365, section 365",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section365.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section390.jpg,HuDSeN:737,"Embryo N365, section 390",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section390.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section405.jpg,HuDSeN:737,"Embryo N365, section 405",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section405.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section435.jpg,HuDSeN:737,"Embryo N365, section 435",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section435.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section440.jpg,HuDSeN:737,"Embryo N365, section 440",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section440.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section460.jpg,HuDSeN:737,"Embryo N365, section 460",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section460.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section490.jpg,HuDSeN:737,"Embryo N365, section 490",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section490.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section520.jpg,HuDSeN:737,"Embryo N365, section 520",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section520.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section540.jpg,HuDSeN:737,"Embryo N365, section 540",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section540.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section550.jpg,HuDSeN:737,"Embryo N365, section 550",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section550.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section575.jpg,HuDSeN:737,"Embryo N365, section 575",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section575.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section590.jpg,HuDSeN:737,"Embryo N365, section 590",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section590.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section620.jpg,HuDSeN:737,"Embryo N365, section 620",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section620.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section640.jpg,HuDSeN:737,"Embryo N365, section 640",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section640.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section670.jpg,HuDSeN:737,"Embryo N365, section 670",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section670.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section695.jpg,HuDSeN:737,"Embryo N365, section 695",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section695.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section715.jpg,HuDSeN:737,"Embryo N365, section 715",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section715.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section740.jpg,HuDSeN:737,"Embryo N365, section 740",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section740.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section760.jpg,HuDSeN:737,"Embryo N365, section 760",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section760.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section775.jpg,HuDSeN:737,"Embryo N365, section 775",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section775.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section810.jpg,HuDSeN:737,"Embryo N365, section 810",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section810.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section830.jpg,HuDSeN:737,"Embryo N365, section 830",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section830.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS17,section855.jpg,HuDSeN:737,"Embryo N365, section 855",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS17/section855.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,3DView.jpg,HuDSeN:126,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/3DView.jpg,3D view of data mapped into a CS19 model,,Red = strong expression,,
HDBR_MAP2_IHC_CS19,3DView.mpg,HuDSeN:126,3D movie,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/3DView.mpg,3D movie of data mapped into a CS19 model,,Red = strong expression,,
HDBR_MAP2_IHC_CS19,N454_097_03.jpg,HuDSeN:126,"Embryo N454, slide 097, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_097_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,N454_108_03.jpg,HuDSeN:126,"Embryo N454, slide 108, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_108_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,N454_117_03.jpg,HuDSeN:126,"Embryo N454, slide 117, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_117_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,N454_128_03.jpg,HuDSeN:126,"Embryo N454, slide 128, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_128_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,N454_137_03.jpg,HuDSeN:126,"Embryo N454, slide 137, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_137_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MAP2_IHC_CS19,N454_146_03.jpg,HuDSeN:126,"Embryo N454, slide 146, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,MAP2,NCBITaxon,NM_001039538,Sigma M4403,,ENSG00000078018,MAP2,HDBR_MAP2_IHC_CS19/N454_146_03.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_MCPH1_ISH,N523_CS23_106.jpg,HuDSeN:768,"Embryo N523, slide 106",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N523_CS23_106.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N523_CS23_126.jpg,HuDSeN:768,"Embryo N523, slide 126",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N523_CS23_126.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N523_CS23_127.jpg,HuDSeN:768,"Embryo N523, slide 127",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N523_CS23_127.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 11.1.jpg,HuDSeN:768,"Embryo N711, slide 11, section 1",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 11.1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 111.jpg,HuDSeN:768,"Embryo N711, slide 111",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 111.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 150.jpg,HuDSeN:768,"Embryo N711, slide 150",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 150.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 170.jpg,HuDSeN:768,"Embryo N711, slide 170",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 170.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 31.1.jpg,HuDSeN:768,"Embryo N711, slide 31, section 1",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 31.1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 50.jpg,HuDSeN:768,"Embryo N711, slide 50",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 50.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 70.jpg,HuDSeN:768,"Embryo N711, slide 70",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 70.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MCPH1_ISH,N711 CS22 slide 92.jpg,HuDSeN:768,"Embryo N711, slide 92",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_024596,,nt 73 - nt 596,ENSG00000147316,MCPH1,HDBR_MCPH1_ISH/N711 CS22 slide 92.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MKI67_IHC,"1065,2,rt hemi,12pcw,65_KI67.scn",HuDSeN:1131,"Fetal brain 1065, slide 65",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/1065,2,rt hemi,12pcw,65_KI67.scn",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"11761,12,brain,12pcw,043_KI67.svs",HuDSeN:1131,"Fetal brain 11761, slide 43",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/11761,12,brain,12pcw,043_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"11761,12,Sl 3,12pcw,140_KI67.svs",HuDSeN:1131,"Fetal brain 11761, slide 140",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/11761,12,Sl 3,12pcw,140_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"11795,11,R Hemi,12pcw,94_KI67.scn",HuDSeN:1131,"Fetal brain 11795, slide 94",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/11795,11,R Hemi,12pcw,94_KI67.scn",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"125,1,Head,9pcw,58_KI67.svs",HuDSeN:1131,"Fetus 125, slide 58",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/125,1,Head,9pcw,58_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"1343,1,Hemi,9pcw,41_KI67.svs",HuDSeN:1131,"Fetal brain 1343, slide 41",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/1343,1,Hemi,9pcw,41_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"1426,1,Brain,9pcw,89_KI67.svs",HuDSeN:1131,"Fetal brain 1426, slide 89",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/1426,1,Brain,9pcw,89_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"1605,2,Rt hemi,10pcw,24_KI67.svs",HuDSeN:1131,"Fetal brain 1605, slide 24",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/1605,2,Rt hemi,10pcw,24_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"1634,6,Sl 2,10pcw,37_KI67.svs",HuDSeN:1131,"Fetal brain 1634, slide 37",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/1634,6,Sl 2,10pcw,37_KI67.svs",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MKI67_IHC,"2033,1,Lt hemi,12pcw,201_KI67.scn",HuDSeN:1131,"Fetal brain 2033, slide 201",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,,NCBITaxon,NM_002417,Ki-67,,ENSG00000148773,MKI67,"HDBR_MKI67_IHC/2033,1,Lt hemi,12pcw,201_KI67.scn",Original experimental image,Brightfield,,DAB,Proliferating cells (strong)
HDBR_MSX1_ISH,3DView.jpg,HuDSeN:1100,3D View,Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/3DView.jpg,3D view of data mapped into a CS15 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_MSX1_ISH,3DView.mpg,HuDSeN:1100,3D movie,Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/3DView.mpg,3D movie of data mapped into a CS15 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_MSX1_ISH,CS15_N467_003_1.jpg,HuDSeN:1100,"Embryo N467, slide 3, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_003_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
